item_id,genre
lewis-cant-happen,political novel
lewis-cant-happen,dystopian novel
day-life-father,humour
day-life-father,humour
day-life-father,autobiography
day-life-father,autobiography
cather-lucy-gayheart,novel
bagnold-national-velvet,novel
macleish-panic,drama
faulkner-pylon,novel
lawrence-seven-pillars-wisdom,autobiography
epictetus-golden-sayings-epictetus,philosophy
bowen-house-paris,novel
buchan-house-four-winds,adventure novel
charteris-saint-new-york,novel
chesterton-scandal-father-brown,short story
cronin-stars-look,novel
chesterton-well-shallows,essay
steinbeck-tortilla-flat,novel
faulkner-absalom-absalom,historical novel
faulkner-absalom-absalom,Southern Gothic
christie-cards-table,detective novel
huxley-eyeless-gaza,novel
buck-fighting-angel,novel
allingham-flowers-judge,novel
mitchell-gone-wind,historical novel
mitchell-gone-wind,epic
steinbeck-dubious-battle,novel
orwell-keep-aspidistra-flying,novel
wodehouse-laughing-gas,comic novel
christie-murder-mesopotamia,detective novel
christie-murder-mesopotamia,detective novel
barnes-nightwood,novel
sassoon-sherstons-progress,novel
wells-croquet-player,novel
chesterton-paradoxes-mr-pond,crime novel
sandburg-people-yes,poetry
carr-punch-judy-murders,crime novel
connolly-rock-pool,novel
bentley-trents-case,novel
hilton-alone,war novel
borden-action-slander,novel
compton-burnett-daughters-sons,novel
christie-death-nile,detective novel
christie-death-nile,crime novel
oflaherty-famine,novel
sprigg-illusion-reality,non-fiction literature
auden-letters-iceland,travel literature
paul-elliot-life-death-spanish,modern history
wodehouse-lord-emsworth-others,short story
christie-murder-mews,detective fiction
christie-murder-mews,crime fiction short story
christie-murder-mews,detective literature
roberts-northwest-passage,historical novel
steinbeck-mice-men,short novel
steinbeck-mice-men,novella
auden-spain,poem
wodehouse-summer-moonshine,novel
charteris-ace-knaves,novella
gardner-case-lame-canary,crime novel
gardner-case-lame-canary,legal thriller
cronin-citadel,novel
marquand-late-george-apley,novel
kafka-metamorphosis,Erzählung
kafka-metamorphosis,existentialist novel
kafka-metamorphosis,body horror fiction
kafka-metamorphosis,novella
kafka-metamorphosis,absurdist literature
kafka-metamorphosis,epic literature
kafka-metamorphosis,short novel
louis-bromfield-rains-came,novel
orwell-road-wigan-pier,autobiography
woolf-years,novel
young-seek-country,novel
anderson-thieves-like-us,crime novel
hemingway-to-have-and,crime novel
carr-wake-dead,crime novel
grant-winged-pharaoh,historical novel
greene-brighton-rock,crime novel
greene-brighton-rock,noir novel
carr-death-five-boxes,crime novel
young-dr-bradley-remembers,novel
caldwell-dynasty-death,novel
orwell-homage-catalonia,autobiography
orwell-homage-catalonia,war
stead-house-nations,literary fiction
mann-joseph-egypt,novel
beckett-murphy,novel
wilder-town,drama
snow-red-star-china,biography
snow-red-star-china,non-fiction
waugh-scoop,comic novel
graham-swiss-sonata,novel
mann-coming-victory-democracy,essay
bowen-death-heart,novel
allingham-fashion-shrouds,crime novel
carr-judas-window,crime novel
carr-judas-window,detective novel
carr-judas-window,mystery novel
steinbeck-long-valley,short story
faulkner-unvanquished,novel
rawlings-yearling,novel
rawlings-yearling,young adult literature
rawlings-yearling,short novel
buck-proud-heart-2,novel
woolf-three-guineas,essay
fante-wait-spring-bandini,autobiographical novel
wells-world-brain,essay
dos-passos-adventures-young-man,novel
huxley-many-summer,philosophical novel
huxley-many-summer,science fiction novel
zweig-beware-pity,novel
zweig-beware-pity,novel
orwell-coming-air,novel
carr-drop-death,crime novel
joyce-finnegans-wake,sui generis
joyce-finnegans-wake,experimental literature
joyce-finnegans-wake,Menippean satire
isherwood-goodbye-berlin,novel
llewellyn-green-valley,historical novel
morley-kitty-foyle,novel
priestley-let-people-sing,novel
warren-night-rider,novel
green-party-going,novel
christie-ten-little-niggers,drama
gardner-bigger-come,crime novel
west-day-locust,novel
arlen-flying-dutchman,novel
steinbeck-grapes-wrath,realist novel
baker-young-man-horn,novel
marsh-death-bar,novel
wright-native,novel
wright-native,African-American literature
nathan-portrait-jennie,novella
nathan-portrait-jennie,novel
nathan-portrait-jennie,mystery fiction
christie-sad-cypress,crime novel
christie-sad-cypress,detective novel
caldwell-eagles-gather,novel
greene-power-glory,novel
gardner-turn-heat,crime novel
wright-black-boy,autobiographical novel
wright-black-boy,autobiography
huxley-doors-perception,essay
graves-homers-daughter,novel
graves-homers-daughter,Greek mythology
nabokov-lolita,editorial fiction
nabokov-lolita,erotic novel
nabokov-lolita,detective novel
nabokov-lolita,confessional fiction
nabokov-lolita,tragicomedy
nabokov-lolita,metafiction
ohara-ten-north-frederick,novel
osborne-look-back-anger,drama
duras-moderato-cantabile,novella
duras-moderato-cantabile,novel
sillitoe-saturday-night-sunday,novel
braine-vodi,novel
dickens-childs-history-england,children's literature
forster-room-view,novel
shakespeare-coriolanus,tragedy
goethe-faust,drama
goethe-faust,drama
rabelais-gargantua,novel
bunyan-grace-abounding-chief,spiritual autobiography
johnson-lives-eminent-english,biography
johnson-lives-eminent-english,biography
shakespeare-macbeth,tragedy
shakespeare-macbeth,tragedy
shakespeare-macbeth,drama
aristotle-metaphysics,treatise
plato-phaedrus,Socratic dialogue
bible,epic film
bible,epic film
aristophanes-frogs,Old Comedy
shakespeare-merchant-venice,tragicomedy
kyd-spanish-tragedy,English Renaissance theatre
murasaki-shikibu-tale-genji,monogatari
murasaki-shikibu-tale-genji,tsukuri monogatari
shakespeare-taming-shrew,comedy
shakespeare-tempest,tragicomedy
polo-travels-marco-polo,adventure film
