item_id,subject
collins-doctor-looks-literature,"Literature, Modern"
collins-doctor-looks-literature,"Literature, Modern--20th century--History and criticism"
collins-doctor-looks-literature,"Literature, Modern--19th century--History and criticism"
collins-doctor-looks-literature,Fiction
collins-doctor-looks-literature,Psychological fiction
collins-doctor-looks-literature,Psychological fiction--History and criticism
collins-doctor-looks-literature,Fiction--History and criticism
lewis-dodsworth,Motion picture plays
auden-dog-beneath-skin,England
auden-dog-beneath-skin,Europe
maugham-don-fernando,"Spanish literature--Classical period, 1500-1700--History and criticism"
maugham-don-fernando,Civilization
maugham-don-fernando,Spain
maugham-don-fernando,Spanish literature--Classical period
donne-donnes-sermons-selected,John Donne
donne-donnes-sermons-selected,"Sermons, English--17th century"
donne-donnes-sermons-selected,"Sermons, English"
golding-doomington-wanderer,Manners and customs
dostoevskaia-dostoevsky-portrayed-wife,Fyodor Dostoyevsky
meier-graefe-dostoevsky-man-work,Fyodor Dostoyevsky
royde-smith-double-heart-study,Julie de Lespinasse
pound-draft-xxx-cantos,"Cantos (Pound, Ezra)"
pound-draft-xxx-cantos,Ezra Pound
shaw-dramatic-opinions-essays,Drama
shaw-dramatic-opinions-essays,Theater
shaw-dramatic-opinions-essays,Drama--History and criticism
montague-dramatic-values,Great Britain
montague-dramatic-values,English drama
montague-dramatic-values,Drama
montague-dramatic-values,Theater--Great Britain
montague-dramatic-values,Theater
montague-dramatic-values,English drama--History and criticism
hauptmann-dramatic-works-gerhart,German drama
williams-dreadful-night,"Authors, American"
williams-dreadful-night,Maine
dreiser-dreiser-looks-russia,Travel
dreiser-dreiser-looks-russia,Social conditions
dreiser-dreiser-looks-russia,Soviet Union
dreiser-dreiser-looks-russia,Economic history
dreiser-dreiser-looks-russia,Politics and government
gardiner-drink-mr-cherry,Murder
gardiner-drink-mr-cherry,Extortion
gardiner-drink-mr-cherry,Rocky Mountains
boyd-drums,United States
boyd-drums,American Revolution (1775-1783)
edmonds-drums-along-mohawk,United States
edmonds-drums-along-mohawk,American Revolution (1775-1783)
edmonds-drums-along-mohawk,New York (State)--Mohawk River Valley
osullivan-dublin-magazine,Periodicals
joyce-dubliners,Ireland
joyce-dubliners,Short stories
asquith-duchess-york-intimate,Elizabeth
dopp-early-farmers,Farmers
dopp-early-farmers,Prehistoric peoples
deakin-early-life-george,George Eliot
yeats-early-memories-chapters,Ireland
yeats-early-memories-chapters,Artists
yeats-early-memories-chapters,John Butler Yeats
reed-early-tudor-drama,"English drama--Early modern and Elizabethan, 1500-1600--History and criticism"
reed-early-tudor-drama,English drama--Early modern and Elizabethan
austin-earth-horizon,Mary Austin
maugham-east-west-collected,Short stories
glenn-east-eden,American literature
glenn-east-eden,Intellectual life
glenn-east-eden,New York (State)--New York
buck-east-wind-west,China
bede-ecclesiastical-history-english,Great Britain
beckett-echos-bones-precipitates,French and Belgian
ransome-edgar-allan-poe,Edgar Allan Poe
russell-education-social-order,Education
russell-education-social-order,Education--Aims and objectives
russell-education-social-order,Sociology
spencer-education-intellectual-moral,Education
meredith-egoist,English fiction
meredith-egoist,English fiction--19th century
bordeux-eleonora-duse-story,Eleonora Duse
pound-eleven-new-cantos,"Poets, American"
harrison-elizabethan-journal,Great Britain
terry-ellen-terry-bernard,Bernard Shaw
terry-ellen-terry-bernard,Ellen Terry
bennett-elsie-child-stories,"Short stories, English"
brooks-emerson-others,American literature
austen-emma,England
austen-emma,Manners and customs
austen-emma,Young women
encyclopaedia-britannica,Art
encyclopaedia-britannica,Encyclopedias
encyclopaedia-britannica,Engraving
encyclopaedia-britannica,Drawing
encyclopaedia-britannica,Illustration of books
richardson-end-childhood-stories,Girls
richardson-end-childhood-stories,Women authors
richardson-end-childhood-stories,Boys
huxley-ends-means-enquiry,Social problems
king-england-wordsworth-dickens,England
king-england-wordsworth-dickens,Manners and customs
king-england-wordsworth-dickens,English literature
king-england-wordsworth-dickens,English literature--19th century
sitwell-england-reclaimed,"Pastoral poetry, English"
thackeray-english-humorists-eighteenth,English literature
thackeray-english-humorists-eighteenth,English wit and humor
thackeray-english-humorists-eighteenth,English literature--18th century--History and criticism
thackeray-english-humorists-eighteenth,English wit and humor--History and criticism
thackeray-english-humorists-eighteenth,"Humorists, English"
priestley-english-journey,Travel
priestley-english-journey,England
english-literature,English literature
english-literature,English literature--History and criticism
emerson-english-traits,Travel
emerson-english-traits,England
emerson-english-traits,Manners and customs
emerson-english-traits,"National characteristics, English"
peacock-english-verse,American poetry
peacock-english-verse,English poetry
renier-english-human,"National characteristics, English"
masefield-enslaved-poems,Poetry
zweig-erasmus-rotterdam,Desiderius Erasmus
butler-erewhon-revisited-twenty,Utopias
lawrence-escaped-cock,D. H. Lawrence
gingrich-esquire,Men
macaulay-essay-bacon-2,Francis Bacon
macaulay-essay-bacon-2,General works
macaulay-essay-bacon,Francis Bacon
meredith-essay-comedy-uses,Comedy
pope-essay-criticism,Poetry
pope-essay-criticism,Criticism
emerson-essays,Miniature books
yeats-essays,Literature
macaulay-macaulay-essays,France
macaulay-macaulay-essays,Legislators
macaulay-macaulay-essays,B. Barère
thoreau-essays-writings-henry,Entertainment computing
arnold-essays-criticism,English literature
arnold-essays-criticism,Criticism
arnold-essays-criticism,English literature--19th century
arnold-essays-criticism,Literary style
huxley-essays-popular-science,Biology
ellis-essays-war-time,Women--Social conditions
ellis-essays-war-time,Sex
ellis-essays-war-time,Women and war
ellis-essays-war-time,Eugenics
ellis-essays-war-time,War (Philosophy)
stephens-etched-moonlight,"Short stories, American"
fitzgerald-euphranor-dialogue-youth,Education
fitzgerald-euphranor-dialogue-youth,University of Cambridge
fitzgerald-euphranor-dialogue-youth,Youth
jackson-europe-since-war,Politics and government
jackson-europe-since-war,Europe
dickinson-european-anarchy,World War (1914-1918)
dickinson-european-anarchy,"World War, 1914-1918--Causes"
dickinson-european-anarchy,War--Causes
putnam-european-caravan,"Literature, Modern"
putnam-european-caravan,"Literature, Modern--20th century"
putnam-european-caravan,"Literature, Modern--History and criticism"
burney-evelina-history-young,England
burney-evelina-history-young,Manners and customs
burney-evelina-history-young,England--London
burney-evelina-history-young,Teenage girls
burney-evelina-history-young,Grandparent and child
burney-evelina-history-young,Grandmothers
burney-evelina-history-young,Clergy--England
burney-evelina-history-young,Clergy
van-vechten-excavations-book-advocacies,"Authors, English"
van-vechten-excavations-book-advocacies,"Authors, American"
van-vechten-excavations-book-advocacies,Musicians
cowley-exiles-return-narrative,American literature
cowley-exiles-return-narrative,American literature--History and criticism
cowley-exiles-return-narrative,"Authors, American"
dunne-experiment-time,Time
robertson-explorations,William James
robertson-explorations,Herbert Spencer
lewisohn-expression-america,American literature
lewisohn-expression-america,American literature--History and criticism
bramah-eyes-max-carrados,"Detective and mystery stories, English"
collins-facts-fiction,English fiction
collins-facts-fiction,English fiction--History and criticism
rossetti-family-letters-christina,Christina Georgina Rossetti
famous-plays-1934,English drama
famous-plays-1934,English drama--20th century
eaton-famous-poison-trials,Great Britain
eaton-famous-poison-trials,Trials (Poisoning)
eaton-famous-poison-trials,Trials (Murder)--Great Britain
eaton-famous-poison-trials,Trials (Murder)
nichols-fantastica,"Fantasy fiction, English"
hudson-far-away-long,W. H. Hudson
tiltman-far-east-comes,Japan
tiltman-far-east-comes,Diplomatic relations
tiltman-far-east-comes,Eastern question (Far East)
tiltman-far-east-comes,Pacific Ocean
vanderbilt-farewell-fifth-avenue,Cornelius Vanderbilt
fascism,Italy
fascism,Politics and government
gorgolini-fascist-movement-italy,Italy
gorgolini-fascist-movement-italy,Fascism
gorgolini-fascist-movement-italy,Fascism--Italy
molnar-fashions-men-swan,Hungarian drama
hemingway-fifth-column-first,Spain
hemingway-fifth-column-first,Civil War (Spain : 1936-1939)
clason-fifth-tumbler,Detective and mystery stories
loving-fifty-contemporary-one,Drama
de-kruif-fight-life,United States
de-kruif-fight-life,Medicine--History
de-kruif-fight-life,Medicine
de-kruif-fight-life,Public health
buck-fighting-angel,China
buck-fighting-angel,Missionaries
buck-fighting-angel,Missions--China
buck-fighting-angel,Missions
buck-fighting-angel,Absalom Sydenstricker
mcneile-finger-fate,Voyages and travels
mcneile-finger-fate,Adventure stories
mcneile-finger-fate,Italy
mcneile-finger-fate,Inheritance and succession
mcneile-finger-fate,Brigands and robbers
mcneile-finger-fate,Revolutionaries
mcneile-finger-fate,Conduct of life
mcneile-finger-fate,Wills
mcneile-finger-fate,Youth--Conduct of life
mcneile-finger-fate,Brothers
mcneile-finger-fate,Ransom
mcneile-finger-fate,Kidnapping
mcneile-finger-fate,Ballooning
mcneile-finger-fate,Prisoners
van-vechten-firecrackers-realistic-novel,Erskine Caldwell
wells-first-men-moon,Claude A. Shepperson
enters-first-person-plural,Art and dance
enters-first-person-plural,Angna Enters
coulton-five-centuries-religion,"Influence (Literary, artistic, etc.)"
coulton-five-centuries-religion,General works
coulton-five-centuries-religion,Bernard
sayers-five-red-herrings,Peter Wimsey
henderson-five-roman-emperors,Rome (Empire)
henderson-five-roman-emperors,Titus
henderson-five-roman-emperors,Domitian
henderson-five-roman-emperors,Trajan
henderson-five-roman-emperors,Nerva
henderson-five-roman-emperors,Emperors--Rome
henderson-five-roman-emperors,Vespasian
henderson-five-roman-emperors,Emperors
adams-flagrant-years,Beauty culture
porter-flowering-judas-stories,"Short stories, American"
hunt-flurried-years,"Novelists, English"
hunt-flurried-years,"Authors, English"
hunt-flurried-years,Violet Hunt
chramoff-flying-osip-stories,"Short stories, Russian"
wells-food-gods-came,"Science fiction, English"
newell-footprints-spain,Travel
newell-footprints-spain,Spain
hewlett-forest-lovers,England
hewlett-forest-lovers,Knights and knighthood
ashton-wolfe-forgotten-clue,Criminal investigation
ashton-wolfe-forgotten-clue,France
ashton-wolfe-forgotten-clue,Criminals--Identification
ashton-wolfe-forgotten-clue,Criminal investigation--France
ashton-wolfe-forgotten-clue,Crime analysis
walpole-fortress,Great Britain
walpole-fortress,Vendetta
walpole-fortress,Fortification
crofts-found-floating-inspector,Great Britain
crofts-found-floating-inspector,Joseph French
crofts-found-floating-inspector,Police
henry-four-million,Manners and customs
henry-four-million,New York (State)--New York
starrett-fourteen-great-detective,Detective and mystery stories
bryher-fourteenth-october,Great Britain
sturt-francis-bacon-biography,Francis Bacon
huneker-franz-liszt,Composers
huneker-franz-liszt,Franz Liszt
galsworthy-fraternity,"Civilization, Western"
brackenbury-frederick-great,Frederick
bentley-freedom-farewell,Rome (Empire)
bentley-freedom-farewell,Julius Caesar
french-revolution,France
french-revolution,Revolution (France : 1789-1799)
macleish-frescoes-mr-rockefellers,Radicalism in literature
dobree-anne-victoria-essays,Great Britain
dobree-anne-victoria-essays,Eighteenth century
turquet-milnes-pascal-proust-studies,Henri Bergson
fugitive,Poetry
beebe-galapagos-worlds-end,Travel
beebe-galapagos-worlds-end,Natural history
beebe-galapagos-worlds-end,Natural history--Galapagos Islands
beebe-galapagos-worlds-end,Galapagos Islands
ertz-galaxy,English wit and humor
woodroffe-garland-letters,Tantrism
pound-gaudier-brzeska-memoir,Henri Gaudier-Brzeska
saroyan-gay-melancholy-flux,Realism
saroyan-gay-melancholy-flux,American fiction--Armenian American authors
johnson-general-history-robberies,Pirates
chesterton-generally-speaking,English essays
lamb-genghis-khan-emperor,Genghis Khan
ludwig-genius-character,Biography
whistler-gentle-art-making,James McNeill Whistler
maugham-gentleman-parlour,Travel
maugham-gentleman-parlour,"Authors, English"
maugham-gentleman-parlour,British
maugham-gentleman-parlour,W. Somerset Maugham
maugham-gentleman-parlour,Southeast Asia
stephen-george-eliot,George Eliot
swinnerton-george-gissing-critical,George Gissing
george-meredith-novels,George Meredith
thomas-george-sand,George Sand
georgian-stories,"Short stories, English"
waugh-georgian-stories-1925,"Short stories, English"
waugh-georgian-stories-1927,"Short stories, English"
du-maurier-gerald-portrait,Gerald Du Maurier
sitwell-german-baroque-art,Germany
sitwell-german-baroque-art,Architecture
sitwell-german-baroque-art,Austria--Vienna
sitwell-german-baroque-art,"Art, Baroque"
sitwell-german-baroque-art,"Architecture, Baroque"
sitwell-german-baroque-art,General works
sitwell-german-baroque-art,Architecture--Germany
sitwell-german-baroque-art,Architecture--Austria--Vienna
woodcock-gipsies,Great Britain
woodcock-gipsies,Romanies
woodcock-gipsies,Romanies--Great Britain
tagore-gitanjali,Bengali poetry
tagore-gitanjali,"Ballads, Bengali"
tagore-gitanjali,"Prose poems, Bengali"
tagore-gitanjali,"Love poetry, Bengali"
hammett-glass-key,Elections--Corrupt practices
hammett-glass-key,Gangsters
landau-god-adventure-book,Religious biography
ransom-god-without-thunder,1801-1950
ransom-god-without-thunder,Religion and science
goethe-goethes-poems,Elegiac poetry
goethe-goethes-poems,Epigrams
goethe-goethes-poems,Parables
goethe-goethes-poems,German poetry
goethe-goethes-poems,Johann Wolfgang von Goethe
white-gold,California
white-gold,Gold mines and mining
gold-nugget,Gold mines and mining
gold-nugget,Colorado--Idaho Springs
brinton-golden-age-medici,Renaissance
brinton-golden-age-medici,Renaissance--Italy
brinton-golden-age-medici,Italy--Florence
brinton-golden-age-medici,Italy
brinton-golden-age-medici,"Medici, House of"
seiss-golden-altar-forms,English
seiss-golden-altar-forms,Prayer books
seiss-golden-altar-forms,Devotional exercises
hume-golden-dancer,Man-woman relationships
hume-golden-dancer,United States
hume-golden-dancer,Employees
hume-golden-dancer,Factories
yeats-brown-golden-horn,World War (1914-1918)
yeats-brown-golden-horn,"World War, 1914-1918--Prisoners and prisons, Turkish"
yeats-brown-golden-horn,İttihat ve Terakki Cemiyeti
yeats-brown-golden-horn,Turkey
black-goldsmith,Oliver Goldsmith
forster-goldsworthy-lowes-dickinson,G. Lowes Dickinson
mitchell-gone-wind,United States
mitchell-gone-wind,American Civil War (1861-1865)
mitchell-gone-wind,Georgia
ford-good-soldier,English fiction
ford-good-soldier,English fiction--20th century
isherwood-goodbye-berlin,Manners and customs
isherwood-goodbye-berlin,Germany--Berlin
rose-gordon-craig-theatre,Theater
rose-gordon-craig-theatre,Edward Gordon Craig
bunyan-grace-abounding-chief,John Bunyan
cronin-grand-canary,Physicians
cronin-grand-canary,Canary Islands
baum-grand-hotel,Ballerinas
kang-grass-roof,Manners and customs
kang-grass-roof,Koreans
kang-grass-roof,Korea
kang-grass-roof,Younghill Kang
hyslop-great-abnormals,Genius
hyslop-great-abnormals,Insanity (Law)
hyslop-great-abnormals,Genius and mental illness
great-adventure,Death
fitzgerald-great-gatsby,First loves
fitzgerald-great-gatsby,Revenge
fitzgerald-great-gatsby,F. Scott Fitzgerald
fitzgerald-great-gatsby,Rich people
fitzgerald-great-gatsby,Married women
fitzgerald-great-gatsby,Mistresses
fitzgerald-great-gatsby,Traffic accidents
melville-great-german-short,German fiction
melville-great-german-short,"Short stories, German"
oneill-great-god-brown,American drama--20th century
oneill-great-god-brown,American drama
sayers-great-short-stories,Detective and mystery stories
sayers-great-short-stories,Short stories
dickinson-greek-view-life,Civilization
dickinson-greek-view-life,Greece
hemingway-green-hills-africa,Travel
hemingway-green-hills-africa,"Authors, American"
hemingway-green-hills-africa,Hunters
hemingway-green-hills-africa,Safaris
hemingway-green-hills-africa,"Africa, East"
hemingway-green-hills-africa,Big game hunting
hemingway-green-hills-africa,Ernest Hemingway
barrie-greenwood-hat,J. M. Barrie
perry-growth-civilization,Civilization
perry-growth-civilization,Civilization--History
sinnett-growth-soul,Theosophy
cole-guide-modern-politics,Political science
brown-h-g-wells,H. G. Wells
west-h-g-wells,H. G. Wells
baring-half-minutes-silence,Manners and customs
baring-half-minutes-silence,Short stories
dreiser-hand-potter-tragedy,Families
dreiser-hand-potter-tragedy,Trials (Murder)
dreiser-hand-potter-tragedy,Developmentally disabled
dreiser-hand-potter-tragedy,Jewish families
dreiser-hand-potter-tragedy,New York (State)--New York
waugh-handful-dust,Brazil
waugh-handful-dust,Aristocracy (Social class)
waugh-handful-dust,Adultery
waugh-handful-dust,British
waugh-handful-dust,Country homes
dickens-hard-times,England
dickens-hard-times,Social conditions
harlan-miners-speak,Kentucky--Harlan County
harlan-miners-speak,Kentucky
harlan-miners-speak,"Coal Miners' Strike, Harlan County, Ky., 1932"
harlan-miners-speak,"Coal Miners' Strike (Harlan County, Kentucky : 1932)"
harlan-miners-speak,Coal miners--Labor unions
harlan-miners-speak,Coal miners
walpole-harmer-john-unworldly,Drama
walpole-harmer-john-unworldly,Drama--History and criticism
stevens-harmonium,Poetry
stevens-harmonium,American poetry
hartman-harpers-magazine,Periodicals
hartman-harpers-magazine,American literature
hartman-harpers-magazine,American literature--19th century
mansion-harraps-standard-french,French language
mansion-harraps-standard-french,English language
west-harriet-hume-london,England--London
horton-hart-crane-life,Hart Crane
sayers-carcase,England
sayers-carcase,Peter Wimsey
sayers-carcase,Private investigators
ford-heart-country,Travel
ford-heart-country,England
simonton-hells-playground,"Africa, French-speaking Equatorial"
simonton-hells-playground,Europeans
anderson-hello-towns,United States
anderson-hello-towns,Cities and towns
anderson-hello-towns,Sherwood Anderson
anderson-hello-towns,Virginia--Marion
moore-heloise-abelard,Héloïse
moore-heloise-abelard,Peter Abelard
west-henry-james,"Authors, American"
west-henry-james,Henry James
vaughan-fathers-house,English fiction--Welsh authors
wilson-name-wallis-warfield,Wallis Windsor
machen-hieroglyphics,Literature
machen-hieroglyphics,Literature--History and criticism
machen-hieroglyphics,Criticism
aldrich-hilltop-marne,World War (1914-1918)
aldrich-hilltop-marne,France
aldrich-hilltop-marne,"Marne, 1st Battle of the (France : 1914)"
aldrich-hilltop-marne,"Marne, 1st Battle of the, France, 1914"
nicoll-history-early-eighteenth,English drama
nicoll-history-early-eighteenth,English drama--18th century--History and criticism
gosse-history-eighteenth-century,English literature
gosse-history-eighteenth-century,English literature--18th century--History and criticism
beers-history-english-romanticism,England
beers-history-english-romanticism,English literature
beers-history-english-romanticism,English literature--18th century--History and criticism
beers-history-english-romanticism,Romanticism
beers-history-english-romanticism,Romanticism--England
wells-history-mr-polly,England
wells-history-mr-polly,Manners and customs
prescott-history-conquest-mexico,Mexico
prescott-history-conquest-mexico,Conquest of Mexico (1519-1540)
prescott-history-conquest-mexico,Hernán Cortés
prescott-history-conquest-peru,Incas
prescott-history-conquest-peru,Peru
prescott-history-conquest-peru,Conquest of Peru (1522-1548)
gibbon-history-decline-fall,Rome (Empire)
gibbon-history-decline-fall,Byzantine Empire
trotsky-history-russian-revolution,Soviet Union
trotsky-history-russian-revolution,Politics and government
trotsky-history-russian-revolution,Russia
trotsky-history-russian-revolution,Revolution (Soviet Union : 1917-1921)
summers-history-witchcraft-demonology,Demonology
summers-history-witchcraft-demonology,Witchcraft--History
summers-history-witchcraft-demonology,1801-
summers-history-witchcraft-demonology,Witchcraft
summers-history-witchcraft-demonology,Demonology--History
frank-holiday,African Americans
frank-holiday,Lynching
frank-holiday,Southern States
frank-holiday,Racism
hamsa-holy-mountain,Travel
hamsa-holy-mountain,Pilgrims and pilgrimages
orwell-homage-catalonia,Spain
orwell-homage-catalonia,Politics and government
orwell-homage-catalonia,Civil War (Spain : 1936-1939)
tagore-home-world,Bengali fiction
mckay-home-harlem,Claude McKay
mckay-home-harlem,Carl Van Vechten
davis-honey-horn,Frontier and pioneer life
davis-honey-horn,Frontier and pioneer life--Oregon
davis-honey-horn,Oregon
brittain-honourable-estate-novel,Great Britain
brittain-honourable-estate-novel,Women--Social conditions
brittain-honourable-estate-novel,Women--Great Britain--Social conditions
brittain-honourable-estate-novel,Feminism--Great Britain--History
brittain-honourable-estate-novel,Feminism
day-lewis-hope-poetry,Poetry
day-lewis-hope-poetry,English poetry
day-lewis-hope-poetry,English poetry--20th century--History and criticism
connolly-horizon-review-literature,New York (State)--New York--Brooklyn
corkery-hounds-banba,English fiction
corkery-hounds-banba,English fiction--20th century
corkery-hounds-banba,English fiction--Irish authors
corkery-hounds-banba,"Short stories, English--Irish authors"
sabatini-hounds-god,Armada (1588)
waln-house-exile,Manners and customs
waln-house-exile,China
powys-house-echo,England
powys-house-echo,Manners and customs
manning-household-sir-thomas,Thomas More
poincare-france-governed,France
poincare-france-governed,Politics and government
llewellyn-green-valley,Large type books
wolfe-happy-though-human,Happiness
wolfe-happy-though-human,General special
wolfe-happy-though-human,Psychology
wolfe-happy-though-human,Mental health
wood-tell-birds-flowers,American wit and humor
stein-write,Creative writing
stein-write,Writing
bennett-human-machine,Conduct of life
bennett-human-machine,1901-1950
wharton-human-nature,Short stories
paget-human-speech-observations,Speech
paget-human-speech-observations,Polynesian languages
hindus-humanity-uprooted,Civilization
hindus-humanity-uprooted,Social conditions
hindus-humanity-uprooted,Soviet Union
hindus-humanity-uprooted,Communism
hindus-humanity-uprooted,Diplomatic relations
hindus-humanity-uprooted,Communism--Soviet Union
butler-humour-homer-essays,Homer
hamsun-hunger,Starvation
hamsun-hunger,Urban poor
hamsun-hunger,Authors
hamsun-hunger,Hunger
buchan-huntingtower,"McCunn, Dickson (Fictitious character)"
buchan-huntingtower,Kidnapping
buchan-huntingtower,Scotland
buchan-huntingtower,Princesses
millay-huntsman-quarry,Radicalism in literature
macbride-huxley,Thomas Henry Huxley
weidman-can-get-wholesale,Success
miller-found-peace,Journalists
sitwell-live-black-sun,Jonathan Swift
graves-claudius,Rome (Empire)
graves-claudius,Claudius
russell-icarus-future-science,Civilization
russell-icarus-future-science,Science
russell-icarus-future-science,Science and state
tennyson-idylls-king,Alfred Tennyson Tennyson
sprigg-illusion-reality,Poetry
joyce-illustrated-history-ireland,Ireland
a-e-imaginations-reveries,Rudyard Kipling
hurst-imitation-life,African Americans
bennett-imperial-palace,Arnold Bennett
saltus-imperial-purple,Rome (Empire)
saltus-imperial-purple,Emperors--Rome
saltus-imperial-purple,Emperors
hawkins-memory-murder,Murder
hawkins-memory-murder,Legal stories
hawkins-memory-murder,Southern States
jones-parenthesis,World War (1914-1918)
sheean-search-history,Journalists
williams-american-grain,United States
smith-beginning-origin-civilization,Civilization
smith-beginning-origin-civilization,Civilization--History
smith-beginning-origin-civilization,Anthropology
symonds-key-blue-prose,English essays
purohit-indian-monk-life,Hindus
bentley-inheritance,England--Yorkshire
bentley-inheritance,Textile industry
bentley-inheritance,Child labor
freud-inhibitions-symptoms-anxiety,Psychoanalysis
freud-inhibitions-symptoms-anxiety,Neuroses
freud-inhibitions-symptoms-anxiety,Fear
king-inner-shrine-novel,Canadian fiction
read-innocent-eye,Herbert Read
twain-innocents-abroad-new,Travel
twain-innocents-abroad-new,Europe
twain-innocents-abroad-new,Middle East
twain-innocents-abroad-new,Mark Twain
walpole-inquisitor,Ghosts
gunther-inside-asia,Politics and government
gunther-inside-asia,Eastern question (Far East)
gunther-inside-asia,Asia
gunther-inside-asia,Eastern question
gunther-inside-europe,Politics and government
gunther-inside-europe,Europe
gunther-inside-europe,Kings and rulers
gunther-inside-europe,Statesmen
crofts-inspector-french-cheyne,Great Britain
crofts-inspector-french-cheyne,Joseph French
crofts-inspector-french-cheyne,Police
pound-instigations-ezra-pound,English literature
pound-instigations-ezra-pound,Chinese language--Writing
pound-instigations-ezra-pound,French poetry
woolf-intelligent-mans-way,League of Nations
mirskij-intelligentsia-great-britain,English literature
mirskij-intelligentsia-great-britain,Intellectual life
mirskij-intelligentsia-great-britain,Great Britain
mirskij-intelligentsia-great-britain,English literature--20th century--History and criticism
mirskij-intelligentsia-great-britain,English literature--19th century--History and criticism
carpenter-intermediate-sex,Homosexuality
carpenter-intermediate-sex,Transsexualism
carpenter-intermediate-sex,Gender nonconformity
carpenter-intermediate-sex,Edward Carpenter
santayana-interpretations-poetry-religion,Poetry
santayana-interpretations-poetry-religion,Literature
santayana-interpretations-poetry-religion,Literature--History and criticism
santayana-interpretations-poetry-religion,Religion
sand-intimate-journal-george,George Sand
sand-intimate-journal-george,"Novelists, French"
house-intimate-papers-colonel,World War (1914-1918)
house-intimate-papers-colonel,United States
house-intimate-papers-colonel,Politics and government
house-intimate-papers-colonel,Treaty of Versailles (1919 June 28)
house-intimate-papers-colonel,Edward Mandell House
house-intimate-papers-colonel,"World War, 1914-1918"
wilenski-introduction-dutch-art,General
wilenski-introduction-dutch-art,"Painting, Dutch"
cestre-introduction-edwin-arlington,Edwin Arlington Robinson
russell-introduction-mathematical-philosophy,Mathematics--Philosophy
joad-introduction-modern-philosophy,"Philosophy, Modern"
scudder-introduction-writings-john,Readers
engstrand-invaders,American fiction--20th century
engstrand-invaders,American fiction
engstrand-invaders,Farm life
engstrand-invaders,United States--Southwestern States
van-der-meersch-invasion-14,World War (1914-1918)
bury-invasion-europe-barbarians,Rome (Empire)
bury-invasion-europe-barbarians,Germanic Invasions of Rome (3rd-6th centuries)
bury-invasion-europe-barbarians,Migrations of nations
lehmann-invitation-waltz,Girls
lehmann-invitation-waltz,Dance
lehmann-invitation-waltz,Sisters
flood-ireland-myths-legends,Ireland
flood-ireland-myths-legends,Legends
flood-ireland-myths-legends,Legends--Ireland
malone-irish-drama,English drama--Irish authors
malone-irish-drama,English drama--Irish authors--History and criticism
graves-irish-fairy-book,Ireland
graves-irish-fairy-book,Folklore
graves-irish-fairy-book,Folklore--Ireland
graves-irish-fairy-book,Fairy tales
graves-irish-fairy-book,Fairy tales--Ireland
stephens-irish-fairy-tales,Ireland
stephens-irish-fairy-tales,Fairy tales
stephens-irish-fairy-tales,Fairy tales--Ireland
graves-irish-literary-musical,Ireland
graves-irish-literary-musical,Music
graves-irish-literary-musical,Music--Ireland--History and criticism
graves-irish-literary-musical,Irish poetry--History and criticism
graves-irish-literary-musical,George Petrie
graves-irish-literary-musical,Irish poetry
more-isaac-newton-biography,Isaac Newton
lewisohn-israel,West Bank
lewisohn-israel,Gaza Strip
lewisohn-israel,Israel
louis-bromfield-takes-kinds,Short stories
howe-synge-critical-study,J. M. Synge
ewing-jackanapes,Children's stories
locke-jaffery,England
locke-jaffery,"Authors, English"
locke-jaffery,Journalists
golding-james-joyce,James Joyce
budgen-james-joyce-making,"Ulysses (Joyce, James)"
budgen-james-joyce-making,James Joyce
duff-james-joyce-plain,James Joyce
gilbert-james-joyces-ulysses,"Ulysses (Joyce, James)"
gilbert-james-joyces-ulysses,James Joyce
gorman-james-joyce-first,James Joyce
warre-cornish-jane-austen,Jane Austen
austen-leigh-jane-austen-life,Jane Austen
ja-unclear,Japan
ja-unclear,Folklore
ja-unclear,Folklore--Japan
ja-unclear,Fairy tales
ja-unclear,Fairy tales--Japan
zangwill-jinny-carrier,England
jessopp-john-donne-sometime,England--London
jessopp-john-donne-sometime,John Donne
jessopp-john-donne-sometime,"Poets, English--Early modern--Biography"
jessopp-john-donne-sometime,"Deans, Cathedral and collegiate"
jessopp-john-donne-sometime,Church of England
walpole-joseph-conrad,Joseph Conrad
mann-joseph-egypt,Bible
mann-joseph-egypt,History of Biblical events
defoe-journal-plague-year,England--London
defoe-journal-plague-year,Plague
mowrer-journalists-wife,Politics and government
mowrer-journalists-wife,Europe
mowrer-journalists-wife,Edgar Ansel Mowrer
wordsworth-journals-dorothy-wordsworth,William Wordsworth
wordsworth-journals-dorothy-wordsworth,Dorothy Wordsworth
auden-journey-war,Travel
auden-journey-war,China
journeys-end,World War (1914-1918)
journeys-end,United States
journeys-end,"Life span, Productive"
journeys-end,Benefactors
journeys-end,Parents--Death
walpole-joyful-delaneys-novel,Families
walpole-joyful-delaneys-novel,Depressions--1929
walpole-joyful-delaneys-novel,Depressions
sinclair-jungle,Illinois--Chicago
sinclair-jungle,Meat industry and trade
seabrook-jungle-ways,Travel
seabrook-jungle-ways,Manners and customs
seabrook-jungle-ways,Witchcraft
seabrook-jungle-ways,Africa
seabrook-jungle-ways,"Africa, French-speaking Western"
seabrook-jungle-ways,Indigenous peoples
seabrook-jungle-ways,Indigenous peoples--Africa
seabrook-jungle-ways,Witchcraft--Africa
webster-just-patty,"Children's stories, American"
ludwig-kaiser-wilhelm-ii,William
